foreign.med,foreign.lcl,foreign.ucl,Age,prior
0.837375692171659,0.238307539532247,0.992628624657204,Juvenile,uninformative prior
0.949968782066566,0.481819265888774,0.996905301831966,Adult,uninformative prior
0.202862995764852,0.0368881680852135,0.51441727834241,Juvenile,only migration
0.201887731174641,0.0332901299494478,0.576627334948518,Adult,only migration
0.908106653805593,0.509001328909458,0.998338966994272,Juvenile,combined abundance and migration
0.891188190686195,0.461143815964636,0.998119978283704,Adult,combined abundance and migration
