mean,sd,lcl,median,ucl,Rhat,n.eff,parameter
0.0012414429673133,0.000800579992038069,0.000343345029718549,0.00105280352136507,0.00311816142977544,1.17,113,mean.mig
0.374772861315299,0.0400006840863161,0.298839452275542,0.374620015979701,0.450442854311893,1.11,111,b.mig.week
0.0369544973891329,0.0673266782363031,-0.0940970897978191,0.0361802579775921,0.166229655487359,1.04,180,b.phi.week
-0.000198898919293659,0.0028508796104469,-0.00578459569760794,-0.000155639971780546,0.00530133542034424,1.04,202,b2.phi.week
0.964027797403721,0.0267099370997545,0.906588544383703,0.969601664600486,0.99883384811833,1,11642,mean.phi[1]
0.972134301196127,0.0239107734899225,0.911842536198565,0.978994946801183,0.999309854353017,1,6859,mean.phi[2]
0.957208231560725,0.0248599226340057,0.905905476532455,0.960718756387432,0.994639420599618,1,3383,mean.phi[3]
0.946884550965533,0.0238929249384298,0.903519422589176,0.947958265283767,0.98818652605342,1.01,4143,mean.phi[4]
0.994362490447154,0.00637284029530888,0.976152839954426,0.996391071607465,0.999875796983716,1,3834,mean.phi[5]
0.98099516325575,0.00810592189555904,0.961431961199917,0.982392127005835,0.992783925074344,1.02,550,mean.phi[6]
0.979815949867648,0.00848371180386568,0.959284880058284,0.981309999126171,0.991979448797152,1.02,578,mean.phi[7]
0.979018487402721,0.00825181411591171,0.959306070170552,0.980395605674691,0.990952691336316,1.03,550,mean.phi[8]
0.976193569997282,0.0154378419831817,0.936522900910914,0.979647575879997,0.995754331675353,1.01,1657,mean.phi[9]
0.979366761397204,0.0159236165322752,0.935955023494929,0.983562035892753,0.997829552521671,1.01,1833,mean.phi[10]
0.977926063589459,0.0166193629021479,0.933910699816807,0.982236174236713,0.997549867911193,1.01,2449,mean.phi[11]
0.949874327043734,0.028724994584502,0.902481312760501,0.949847910564858,0.997316772730555,1,25451,mean.phi[12]
0.949778851146626,0.0289318762587422,0.902210563608678,0.949772474716883,0.997497301187832,1,25875,mean.phi[13]
