mean,sd,lcl,median,ucl,Rhat,n.eff,parameter
0.000611436844173082,0.000408051227675632,0.000123499817469861,0.000509130245361877,0.00168929415653086,1.01,574,mean.mig
0.425121405445362,0.0471220501780545,0.337269001981771,0.423688225058272,0.523557271452268,1.01,470,b.mig.week
0.974808060223855,0.0255089868411898,0.906137980074682,0.982805956146775,0.999423400526816,1,6810,mean.phi[1]
0.961215984833195,0.0275512591989446,0.890535913062566,0.967743836979485,0.995341397955691,1,12037,mean.phi[2]
0.974110395386673,0.0182258574537948,0.928635430472563,0.978203743607293,0.996817223467218,1,12453,mean.phi[3]
0.990813739338553,0.00969266595631656,0.964217465382161,0.99386778917277,0.999791530511182,1,6353,mean.phi[4]
0.980162792653268,0.00620837921102686,0.966070406448802,0.980850367300706,0.990155025136185,1,13444,mean.phi[5]
0.975682018512816,0.00575464984164849,0.963194112593534,0.976119300916969,0.985694242180683,1,15661,mean.phi[6]
0.968637427347042,0.00666672287965198,0.954104410106422,0.969120004749224,0.980266298687287,1,12315,mean.phi[7]
0.97798456185107,0.013015425553893,0.946737044279917,0.980263681807446,0.996082776762694,1,14173,mean.phi[8]
0.980210126325326,0.0139209383467754,0.94523508515076,0.983366371267467,0.997589810968935,1,12467,mean.phi[9]
0.9830092464382,0.0167918986013589,0.938203451694305,0.988142987275173,0.999575585712514,1,7743,mean.phi[10]
