foreign.med,foreign.lcl,foreign.ucl,Age,prior
0.906117507073644,0.511499610882383,0.998300775490828,Juvenile,combined abundance and migration
0.888659856067682,0.476576295000938,0.998060600568769,Adult,combined abundance and migration
