age,n,n.local,n.nonlocal,prop.cert.local,prop.cert.nonlocal,prior
0,187,0,124,0,0.663101604278075,uninformative prior
1,655,0,643,0,0.981679389312977,uninformative prior
0,187,121,0,0.647058823529412,0,only migration
1,655,386,0,0.589312977099237,0,only migration
0,187,0,156,0,0.834224598930481,combined abundance and migration
1,655,1,515,0.00152671755725191,0.786259541984733,combined abundance and migration
