mean,sd,lcl,median,ucl,Rhat,n.eff,parameter
0.887878771853591,0.0606449954909609,0.745220820541519,0.897657562683637,0.976302104064858,1,40200,p.nonlocal[1]
0.921313507785053,0.0519021988949421,0.793417368905439,0.932170418084866,0.989600505337946,1,40633,p.nonlocal[2]
0.966444508166648,0.0347672041220409,0.872637061312127,0.977688762536697,0.999423278261539,1,40000,p.nonlocal[3]
0.974180803070387,0.030499455464096,0.889902304527366,0.98492102338116,0.999865141888184,1,38686,p.nonlocal[4]
0.970729630109854,0.0323746067796499,0.882196429043012,0.981688565728333,0.999739573889974,1,40000,p.nonlocal[5]
0.958676095376142,0.0384008718453845,0.858013957223908,0.969832811241212,0.998661257478604,1,40000,p.nonlocal[6]
0.887668758847473,0.0608996162537922,0.742295839798517,0.897566990764984,0.976081187733266,1,40000,p.nonlocal[7]
0.937182654130708,0.0465217643657816,0.820153799543206,0.948052516348555,0.994399377625218,1,39628,p.nonlocal[8]
0.84849603828676,0.0690147220249149,0.690157814310308,0.857286116468881,0.955846040172122,1,40033,p.nonlocal[9]
0.700555186461797,0.0881699623403161,0.514434166175195,0.706158891833669,0.856353411175419,1,40000,p.nonlocal[10]
0.8303826449588,0.0723770670638064,0.66712655024182,0.838816744668432,0.945485559377651,1,39280,p.nonlocal[11]
0.753545860810219,0.0826360510170383,0.574537515198528,0.760238834125684,0.894879721576529,1,40665,p.nonlocal[12]
0.887886067071509,0.0610466316156128,0.742735388644487,0.898120135358449,0.976121398159502,1,40000,p.nonlocal[13]
0.97156840687612,0.0320686810801132,0.883328174555715,0.982502468545024,0.999746586029525,1,39110,p.nonlocal[14]
0.958692691992637,0.0381698837275034,0.858413923544434,0.969691359287105,0.998718099728821,1,40922,p.nonlocal[15]
0.97459029924966,0.0301732888536467,0.890742448291707,0.98534787535973,0.999868821516511,1,39522,p.nonlocal[16]
0.826089234906643,0.0735721728406686,0.659597783900358,0.834472277796588,0.942982138807004,1,40000,p.nonlocal[17]
0.908418987733853,0.0557863417665794,0.77306865902509,0.91904945741372,0.984899752770954,1,40000,p.nonlocal[18]
0.700816997692854,0.0885792686164594,0.513359617973575,0.706333982602421,0.856922497253696,1,39681,p.nonlocal[19]
0.921206309637579,0.0522684018161502,0.791888698742077,0.932165838764649,0.989562044385695,1,41475,p.nonlocal[20]
0.94752839813309,0.0426826462565461,0.836346487617318,0.958676116251838,0.996946467369872,1,40000,p.nonlocal[21]
0.965844571902658,0.0353223322142405,0.8700059261327,0.977040385902164,0.999447305936048,1,40448,p.nonlocal[22]
0.974897382830833,0.0299077776986403,0.891993980812283,0.985579420219704,0.999874906749899,1,39629,p.nonlocal[23]
0.957052753796631,0.0395582844838861,0.852870317300914,0.96858908691368,0.998415009218835,1,40000,p.nonlocal[24]
0.891028503533604,0.0603992792103511,0.746744196550303,0.90110685885704,0.977482449944601,1,40058,p.nonlocal[25]
0.869114774719305,0.0652609762198895,0.717334047980021,0.878713380350526,0.967790586498373,1,40000,p.nonlocal[26]
0.949177529500669,0.0424531114467189,0.838586712808216,0.960513928926548,0.997091805404242,1,39601,p.nonlocal[27]
0.678880239246513,0.0900577841324345,0.489431080605079,0.683421855014581,0.839744123277995,1,40000,p.nonlocal[28]
0.802282162095566,0.0768902075589822,0.6315197490292,0.810247492380231,0.928870265175578,1,40000,p.nonlocal[29]
0.964829385434699,0.0357612985017139,0.868499486217486,0.976045137540266,0.999315463060988,1,40000,p.nonlocal[30]
0.947264146843662,0.0428988493690807,0.836741387731903,0.958143343545985,0.996827331455225,1,41207,p.nonlocal[31]
0.975464046763608,0.0298020232933204,0.891977759321478,0.986277412529756,0.999902082599186,1,38701,p.nonlocal[32]
0.70089886375909,0.0881755775339319,0.513979824091496,0.706042467446548,0.857372118325918,1,39256,p.nonlocal[33]
0.935106908828835,0.0473681141299952,0.815354662153294,0.945925241974273,0.993766780222842,1,40731,p.nonlocal[34]
0.806441274795143,0.0757784999511238,0.637508158840194,0.814122342278833,0.930322746514397,1,40303,p.nonlocal[35]
0.948879256520059,0.0422904975243257,0.839726440663838,0.959667783487326,0.997134211499871,1,40000,p.nonlocal[36]
0.975538154879928,0.0296674656642767,0.892186446303137,0.986194061758742,0.999907347915771,1,39602,p.nonlocal[37]
0.970745130600892,0.0324890728510511,0.882806226612342,0.981767367525172,0.999715360079494,1,40354,p.nonlocal[38]
0.937476256607143,0.0464582961998494,0.820413389711934,0.948345629011325,0.994357930206744,1,40000,p.nonlocal[39]
0.923158881764202,0.0517426593695965,0.794327737637593,0.934288468601033,0.990588220572518,1,41161,p.nonlocal[40]
0.887959934344852,0.0609388767803234,0.744512129007393,0.89768812836131,0.97633264274279,1,40000,p.nonlocal[41]
0.699004205477366,0.0891458399089351,0.510871031053819,0.703894627144196,0.85687290471933,1,39540,p.nonlocal[42]
0.704706189888265,0.088486491470866,0.516269793292525,0.710453359506031,0.86161935269268,1,41070,p.nonlocal[43]
0.851586707162062,0.0687473122048198,0.693021316682248,0.861009638033081,0.957471729839531,1,40000,p.nonlocal[44]
0.872201318145181,0.0645536203797278,0.721340310343853,0.8820618000714,0.969225211214807,1,40000,p.nonlocal[45]
0.966606420483461,0.0345798053917654,0.873010763403912,0.977632378014863,0.99945637953424,1,39186,p.nonlocal[46]
0.97076138148698,0.0324307365202204,0.882221213029271,0.981811958021986,0.99970496997491,1,40000,p.nonlocal[47]
0.726467399459011,0.0860580295981212,0.542787880379447,0.732638593287293,0.876524987660185,1,40436,p.nonlocal[48]
0.80276432434016,0.0763111974118494,0.634373755084889,0.811023179376927,0.92898920925538,1,39189,p.nonlocal[49]
0.905624968522589,0.0563819550027684,0.771659908410344,0.916043321104999,0.98357804702083,1,40416,p.nonlocal[50]
0.699500461818395,0.0882303400812665,0.515123322258092,0.70457813209934,0.857450899773522,1,40783,p.nonlocal[51]
0.589357695263453,0.0954904257216844,0.397308999488079,0.591463262815012,0.768097057159392,1,40000,p.nonlocal[52]
0.958419983819239,0.0384772995429642,0.855875142447609,0.969586367492796,0.998648696042359,1,40318,p.nonlocal[53]
0.868278700132276,0.0657360165567688,0.715374598814199,0.877843141601156,0.967259577125756,1,40000,p.nonlocal[54]
0.937196705076024,0.0469244851028539,0.817706227659664,0.948103063953291,0.994512685074109,1,38856,p.nonlocal[55]
0.867820600677062,0.0654508241983649,0.716042046167424,0.877213151983282,0.966718653772699,1,40328,p.nonlocal[56]
0.891122581838248,0.0598085976620526,0.749436488963803,0.901209797031825,0.977018988271742,1,40559,p.nonlocal[57]
0.965820004887657,0.0354628647916924,0.868860346382578,0.976937634277295,0.999414356227496,1,39652,p.nonlocal[58]
0.974269373234081,0.030548483991045,0.889209506091565,0.985237209838785,0.999882138520918,1,39923,p.nonlocal[59]
0.887437107024151,0.0609057461483513,0.743089053484933,0.89739093532133,0.975529660451499,1,40488,p.nonlocal[60]
0.867654734713961,0.0653580159671486,0.714768373885482,0.877370422669402,0.966895869492402,1,40000,p.nonlocal[61]
0.672406715023835,0.0913639254891425,0.480903147789845,0.67710048749794,0.836753367258027,1,40000,p.nonlocal[62]
0.757661921361301,0.0824687702207913,0.577182671874441,0.764410306183182,0.899103641820264,1,40000,p.nonlocal[63]
0.846886960489806,0.0694270892990144,0.686872747088441,0.855810148793911,0.954755986662299,1,40744,p.nonlocal[64]
0.974482080359463,0.0303159748200806,0.890263806506797,0.985247721522671,0.999864321709568,1,39752,p.nonlocal[65]
0.907161007355688,0.0564017198528126,0.771243169658618,0.917455850335324,0.984424279165494,1,41203,p.nonlocal[66]
0.948538376368748,0.0428180092633292,0.837122607018891,0.959679799659432,0.997146495033398,1,40010,p.nonlocal[67]
0.614536099083154,0.0947493278662432,0.422307468220283,0.617436222414066,0.788882816808991,1,40000,p.nonlocal[68]
0.970252695586809,0.0331757884901248,0.879002883378957,0.981359345162337,0.999708589914739,1,39801,p.nonlocal[69]
0.755843043441492,0.0832115996878761,0.574752201875478,0.762834966524307,0.897118544720602,1,40167,p.nonlocal[70]
0.851019239829544,0.0687758084883783,0.693280195793779,0.860353274782783,0.957530696431981,1,39110,p.nonlocal[71]
0.641961956699321,0.0932208999050527,0.450112834381355,0.645967158976137,0.81220993344952,1,39711,p.nonlocal[72]
0.903050553984806,0.0574598150899204,0.764055340325309,0.91335982136624,0.983163806171594,1,40000,p.nonlocal[73]
0.562307794674483,0.0960402053779569,0.372799882765372,0.563636402684607,0.745247981849764,1,39455,p.nonlocal[74]
0.957484497485347,0.0393250568340572,0.853473676955288,0.968757209180897,0.998591891251018,1,40369,p.nonlocal[75]
0.958206816609191,0.0388238911659742,0.854985379068665,0.969410173415041,0.998667090163141,1,39350,p.nonlocal[76]
0.97532330185279,0.0300625399820014,0.891617948473786,0.986030926267137,0.999894073505543,1,40000,p.nonlocal[77]
0.801167752707307,0.0771524838894689,0.630720267237445,0.809003202777862,0.928586893648325,1,39606,p.nonlocal[78]
0.957672458297299,0.0390939183297522,0.854316791114254,0.969265047710745,0.998696241139389,1,40000,p.nonlocal[79]
0.907685649206789,0.0560192282703193,0.772089503219459,0.918334342482541,0.984447387805673,1,40000,p.nonlocal[80]
0.975355756774268,0.0299422469535213,0.892008135104902,0.98604671171763,0.999898756650636,1,40000,p.nonlocal[81]
0.726845950324916,0.0868205178707226,0.540616286574628,0.733242617788503,0.878140094474411,1,40301,p.nonlocal[82]
0.923460283281316,0.051077991841008,0.797575208177856,0.933931788511667,0.990542225890288,1,40000,p.nonlocal[83]
0.95620395813255,0.0396903988205536,0.852492727425796,0.967364952860874,0.998398308647463,1,40000,p.nonlocal[84]
0.849800681824021,0.0695096620706547,0.691265735631291,0.859569428936277,0.957380378495919,1,39531,p.nonlocal[85]
0.75513503173107,0.0831154734673141,0.574766477687963,0.76169336585761,0.897042923773122,1,41572,p.nonlocal[86]
0.868163000972989,0.065675581881362,0.713450920223668,0.877912613014408,0.966565321579342,1,39589,p.nonlocal[87]
