ID,NO,sp,ADULTE,JUVENIL,AGE,ORIGINE,TYPE_PRELE,KANTON,GEMEINDE,LOKALITAET,LATITUDE,LONGITUDE,PR,TAG,MONAT,JAHR,DATE,DATEJ,DATEJC,PTD,DCD,QUI,X_CH1903,Y_CH1903,cnha_CH1903,KM2_CH1903,N5_CH1903,XN5_CH1903,YN5_CH1903,GEWICHT,JAGDT,FANG_MARZ,FANG_SOMMER,FANG_HERBST,dH_reg,dC,dN,MYINDEX_dH_2019_reg,MYINDEX_dN,PROVENANCE_2019_reg,regiobio6,dH_scaled,dH_correct,dH,reg_dH,bc,MYINDEX_dH_2019_voigt,PROVENANCE_voigt,MYINDEX_dH (report Woodcock 2016),BEMERKUNGEN
2016MEISHE-10,MEISHE-10,ScoRus,1,0,Adulte,UNBEKANNT,jgd,NE,Val-de-Ruz,Rochers bruns,47.03494702,6.828033467,6,26,10,2016,26/10/2016,295,41,60,30,20,553590,209504,55352095,553209,550205,552500,207500,292,1,0,0,0,-159.7885485,-23.73,4.63,16,5,,Jura,-123.32,-123.32,NA,NA,,12,Oural,12,Abschuss
2014GRUBLO-1,GRUBLO-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Monte Ceneri,Alpe di Grumo,46.1351469,8.936483814,4,29,10,2014,29/10/2014,298,44,61,31,21,715750,110400,71571104,715110,715110,717500,112500,278,1,0,0,0,-144.9625,-23.32075,7.331639653,14,7,,Versant sud des Alpes,-111.46,-111.46,-135.00,-144.96,,11,Oural,11,Abschuss
2014GRUBLO-4,GRUBLO-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Medeglia,Cugnolo,46.10943386,8.975232248,4,8,11,2014,8/11/2014,307,53,63,32,21,718800,107600,71881076,718107,715105,717500,107500,329,1,0,0,0,-140.325,-23.57475,5.758236145,14,6,,Versant sud des Alpes,-107.75,-107.75,-131.20,-140.33,,11,Oural,11,Abschuss
2015SAVAJE-2,SAVAJE-2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,FR,Onnens,Les Possessions,46.76663804,7.040023576,5,4,11,2015,4/11/2015,303,49,62,31,21,569551,179573,56951795,569179,565175,567500,177500,289,1,0,0,0,-137.7375,-23.17886663,5.785578721,14,6,,Plateau,-105.68,-105.68,-129.10,-137.74,,11,Oural,11,Abschuss
2016PRETFA-4,PRETFA-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,NE,Le Locle,Les Siméons,47.08264795,6.757432375,5,2,11,2016,2/11/2016,301,47,62,31,21,548270,214851,54822148,548214,545210,547500,212500,328,1,0,0,0,-137.4367324,-24.08,1.4,14,1,,Jura,-105.44,-105.44,NA,NA,,11,Oural,11,Abschuss
2013PFISED-2,PFISED-2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,NE,Les Genevez-s-Coffrane,Grande Motte,47.01418852,6.821825156,4,9,11,2013,9/11/2013,308,54,63,32,21,553100,207200,55312072,553207,550205,552500,207500,400,1,0,0,0,-135.4625,192.0669542,5.711284814,14,6,,Jura,-103.86,-103.86,-127.20,-135.46,,10,Oural,10,Abschuss
2015CAVACO-3,CAVACO-3,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Bolla,46.21012128,8.690050672,6,27,10,2015,27/10/2015,296,42,60,30,20,696575,118400,69651184,696118,695115,697500,117500,275,1,0,0,0,-133.7875,-23.7142,6.485536422,13,6,,Versant sud des Alpes,-102.52,-102.52,-125.90,-133.78,,10,Oural,10,Abschuss
2014GRUBLO-5,GRUBLO-5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gola di Lago,Alpe St. Maria,46.10500731,8.969933713,5,11,11,2014,11/11/2014,310,56,63,32,21,718400,107100,71841071,718107,715105,717500,107500,311,1,0,0,0,-130.725,-22.6572,7.185462483,13,7,,Versant sud des Alpes,-100.07,-100.07,-123.40,-130.72,,10,Oural,10,Abschuss
2014ROSS_GI-2,ROSS.GI-2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Onserrone,Plan Drol,46.20096543,8.547628411,5,25,10,2014,25/10/2014,294,40,60,30,20,685599,117217,68551172,685117,685115,687500,117500,388,1,0,0,0,-130.3625,-24.6922,7.096396001,13,7,,Versant sud des Alpes,-99.78,-99.78,-123.10,-130.36,,10,Oural,10,Abschuss
2014GNOSDA-4,GNOSDA-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,V. dell Asino,46.09133408,8.845409212,4,19,10,2014,19/10/2014,288,34,59,30,20,708800,105400,70881054,708105,705105,707500,107500,278,1,0,0,0,-130.025,-24.6588,6.188775475,13,6,,Versant sud des Alpes,-99.51,-99.51,-122.80,-130.02,,10,Oural,10,Abschuss
2013GNOSDA-8,GNOSDA-8,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Dovascio,46.1274388,8.835988326,4,17,11,2013,17/11/2013,316,62,65,33,22,708000,109400,70801094,708109,705105,707500,107500,286,1,0,0,0,-129.75,5.300067159,4.607348466,13,5,,Versant sud des Alpes,-99.29,-99.29,-122.60,-129.74,,10,Oural,10,Abschuss
2014CAVACO-6,CAVACO-6,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Iasco,46.21028628,8.659328718,6,21,10,2014,21/10/2014,290,36,59,30,20,694204,118381,69421183,694118,690115,692500,117500,303,1,0,0,0,-129.6625,-24.437,5.731007432,13,6,,Versant sud des Alpes,-99.22,-99.22,-122.50,-129.66,,10,Oural,10,Abschuss
2015CAVACO-4,CAVACO-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Colagno,46.2139372,8.689930975,6,27,10,2015,27/10/2015,296,42,60,30,20,696559,118824,69651188,696118,695115,697500,117500,305,1,0,0,0,-129.5,-23.4122,6.497706036,13,6,,Versant sud des Alpes,-99.09,-99.09,-122.40,-129.50,,10,Oural,10,Abschuss
2013ROSSIGI-6,ROSSIGI-6,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Mosogno,Frashina,46.19860842,8.639192395,6,7,11,2013,7/11/2013,306,52,63,32,21,692670,117059,69261170,692117,690115,692500,117500,303,1,0,0,0,-128.675,166.8490823,7.256077123,13,7,,Versant sud des Alpes,-98.43,-98.43,-121.70,-128.68,,10,Oural,10,Abschuss
2014ROSS-GI8,ROSS-GI8,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Onserrone,Monte Burit,46.19561682,8.61396715,6,9,11,2014,9/11/2014,308,54,63,32,21,690728,116697,69071166,690116,690115,692500,117500,292,1,0,0,0,-128.4125,-24.608,6.205151217,13,6,,Versant sud des Alpes,-98.22,-98.22,-121.50,-128.42,,10,Oural,10,Abschuss
2014GNOSDA-15,GNOSDA-15,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Alpe Lierna,46.12027554,8.833217291,4,6,11,2014,6/11/2014,305,51,62,31,21,707800,108600,70781086,707108,705105,707500,107500,312,1,0,0,0,-127.35,-24.57175,9.556814709,13,10,,Versant sud des Alpes,-97.37,-97.37,-120.60,-127.35,,10,Oural,10,Abschuss
2017ROTHMI-1,ROTHMI-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,VD,Le Lieu,NA,46.67998266,6.294960436,3,24,10,2017,24/10/2017,293,39,60,30,20,512500,170500,51251705,512170,510170,512500,172500,316,1,0,0,0,-127.2891343,NA,4.567412824,13,5,,Jura,-97.32,-97.32,NA,NA,,10,Oural,10,Abschuss
2017VUILFR-1,VUILFR-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,VD,Montherod,Bois Masson,46.49967651,6.348272616,4,13,11,2017,13/11/2017,312,58,64,32,22,516300,150400,51631504,516150,515150,517500,152500,337,1,0,0,0,-127.01951,NA,4.78278687,13,5,,Plateau,-97.11,-97.11,NA,NA,,10,Oural,10,Abschuss
2014CAVACO-4,CAVACO-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Ambri,Piantoi,46.50559465,8.665083329,5,19,10,2014,19/10/2014,288,34,59,30,20,694135,151212,69411512,694151,690150,692500,152500,328,1,0,0,0,-126.825,-25.6758,6.268945437,13,6,,Versant sud des Alpes,-96.95,-96.95,-120.20,-126.82,,10,Oural,10,Abschuss
2016MEISHE-11,MEISHE-11,ScoRus,1,0,Adulte,UNBEKANNT,jgd,NE,Les Planchettes,Maison Blanche,47.09856248,6.774657595,6,28,10,2016,28/10/2016,297,43,61,31,21,549593,216609,54952166,549216,545215,547500,217500,330,1,0,0,0,-125.4271601,-24.2,1.88,13,2,,Jura,-95.83,-95.83,NA,NA,,10,Oural,10,Abschuss
2013ANARTA-2,ANARTA-2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Sonvico,Fontàn da Magen,46.07366061,9.024642706,5,31,10,2013,31/10/2013,300,46,61,31,21,722700,103700,72271037,722103,720100,722500,102500,300,1,0,0,0,-125.425,-24.31336378,3.84460967,13,4,,Versant sud des Alpes,-95.83,-95.83,-119.00,-125.43,,10,Oural,10,Abschuss
2014ANARGI-4,ANARGI-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gozzo,Pastura,46.09585502,9.077018967,5,8,11,2014,8/11/2014,307,53,63,32,21,726700,106250,72671062,726106,725105,727500,107500,340,1,0,0,0,-123.175,-24.5032,3.911619859,12,4,,Versant sud des Alpes,-94.03,-94.03,-117.20,-123.17,,9,Russie,9,Abschuss
2013GNOSDA-4,GNOSDA-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Lierna,46.11667792,8.833125355,4,6,11,2013,6/11/2013,305,51,62,31,21,707800,108200,70781082,707108,705105,707500,107500,401,1,0,0,0,-122.175,-24.25332526,5.28615845,12,5,,Versant sud des Alpes,-93.23,-93.23,-116.40,-122.17,,9,Russie,9,Abschuss
2016Buchmi4,Buchmi4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,JU,Rebeuvelier,Gitzi,47.31064968,7.424698569,5,31,10,2016,31/10/2016,300,46,61,31,21,598946,239975,59892399,598239,595235,597500,237500,365,1,0,0,0,-121.5292864,-23.77,4.62,12,5,,Jura,-92.71,-92.71,NA,NA,,9,Russie,9,Abschuss
2014PILLJE-1,PILLJE-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,VD,Provence,Vers chez Sulpy,46.9080285,6.670780237,3,14,11,2014,14/11/2014,313,59,64,32,22,541500,195500,54151955,541195,540195,542500,197500,355,1,0,0,0,-121.075,-24.0998,6.192243038,12,6,,Jura,-92.35,-92.35,-115.50,-121.07,,9,Russie,9,Abschuss
2014GNOSDA-7,GNOSDA-7,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Carnasciolo,46.07779464,8.848938842,4,26,10,2014,26/10/2014,295,41,60,30,20,709100,103900,70911039,709103,705100,707500,102500,323,1,0,0,0,-121.0125,-23.6062,4.933072086,12,5,,Versant sud des Alpes,-92.30,-92.30,-115.40,-121.01,,9,Russie,9,Abschuss
2013CAVALLICO-1,CAVALLICO-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Pedemonte,Nebi,46.19019107,8.704814282,5,10,11,2013,10/11/2013,309,55,63,32,21,697750,116203,69771162,697116,695115,697500,117500,289,1,0,0,0,-120.325,-51.13336019,6.006900144,12,6,,Versant sud des Alpes,-91.75,-91.75,-114.90,-120.33,,9,Russie,9,Abschuss
2013CAVALLICO-6,CAVALLICO-6,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Pedemonte,Selva Piana,46.18908743,8.741746573,5,23,11,2013,23/11/2013,322,68,66,33,22,700603,116127,70061161,700116,700115,702500,117500,219,1,0,0,0,-120.325,-31.76082378,3.960069686,12,4,,Versant sud des Alpes,-91.75,-91.75,-114.90,-120.33,,9,Russie,9,Abschuss
2016Buchmi2,Buchmi2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,JU,Rebeuvelier,Prés des Auges,47.3110013,7.439800988,5,22,10,2016,22/10/2016,291,37,59,30,20,600088,240014,60002400,600240,600240,602500,242500,330,1,0,0,0,-119.683377,-25.14,6.26,12,6,,Jura,-91.24,-91.24,NA,NA,,9,Russie,9,Abschuss
2017PURASA-12,PURASA-12,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Cadenazzo,Rubasacco,46.14471478,8.994076384,5,2,11,2017,2/11/2017,301,47,62,31,21,720179,111550,72011115,720111,720110,722500,112500,310,1,0,0,0,-119.5415384,NA,3.949742799,12,4,,Versant sud des Alpes,-91.12,-91.12,NA,NA,,9,Russie,9,Abschuss
2015CAVACO-6,CAVACO-6,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Maggia,Capoli,46.20938201,8.720694311,6,31,10,2015,31/10/2015,300,46,61,31,21,698941,118356,69891183,698118,695115,697500,117500,280,1,0,0,0,-119.025,-23.6112,4.643682447,12,5,,Versant sud des Alpes,-90.71,-90.71,-113.80,-119.02,,9,Russie,9,Abschuss
2013ROSSIGI-5,ROSSIGI-5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,NA,Monte Motto,46.40684753,8.985877353,6,5,11,2013,5/11/2013,304,50,62,31,21,718971,140672,71891406,718140,715140,717500,142500,326,1,0,0,0,-118.5,-20.30437078,4.609500459,12,5,,Versant sud des Alpes,-90.29,-90.29,-113.40,-118.50,,9,Russie,9,Abschuss
2014CAVACO-2,CAVACO-2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Ambri,Giof,46.50757681,8.66314763,5,19,10,2014,19/10/2014,288,34,59,30,20,693983,151430,69391514,693151,690150,692500,152500,347,1,0,0,0,-118.4875,-23.3318,4.58084011,12,5,,Versant sud des Alpes,-90.28,-90.28,-113.40,-118.48,,9,Russie,9,Abschuss
2014GNOSDA-14,GNOSDA-14,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Cimetta,46.12883257,8.868374243,4,30,10,2014,30/10/2014,299,45,61,31,21,710500,109600,71051096,710109,710105,712500,107500,302,1,0,0,0,-118.0375,-24.68575,2.883952989,12,3,,Versant sud des Alpes,-89.92,-89.92,-113.00,-118.03,,9,Russie,9,Abschuss
2015CAVACO-9,CAVACO-9,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Pedemonte,Vii,46.19703459,8.716270858,6,18,11,2015,18/11/2015,317,63,65,33,22,698622,116978,69861169,698116,695115,697500,117500,289,1,0,0,0,-117.6375,-24.9622,6.712337057,12,7,,Versant sud des Alpes,-89.60,-89.60,-112.70,-117.64,,9,Russie,9,Abschuss
2013GNOSDA-6,GNOSDA-6,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Galbarogno,Chirognascio,46.0814084,8.847739285,4,10,11,2013,10/11/2013,309,55,63,32,21,709000,104300,70901043,709104,705100,707500,102500,327,1,0,0,0,-117.4125,-37.95508794,5.387101719,12,5,,Versant sud des Alpes,-89.42,-89.42,-112.50,-117.41,,9,Russie,9,Abschuss
2013ROSSIGI-3,ROSSIGI-3,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Rosogno,Monte dei Büra,46.19103645,8.635502022,6,5,11,2013,5/11/2013,304,50,62,31,21,692398,116213,69231162,692116,690115,692500,117500,305,1,0,0,0,-117.3625,66.27113028,2.897610641,12,3,,Versant sud des Alpes,-89.38,-89.38,-112.40,-117.36,,9,Russie,9,Abschuss
2017ROSSAL-1,ROSSAL-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,VD,La Rippe,NA,46.4084711,6.144606719,3,3,11,2017,3/11/2017,302,48,62,31,21,500500,140500,50051405,500140,500140,502500,142500,325,1,0,0,0,-116.8132073,NA,8.151499234,12,8,,Jura,-88.94,-88.94,NA,NA,,9,Russie,9,Abschuss
2015CAVACO-7,CAVACO-7,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Ledrima,46.21661233,8.65919831,6,11,11,2015,11/11/2015,310,56,63,32,21,694183,119084,69411190,694119,690115,692500,117500,271,1,0,0,0,-116.625,-24.5202,5.755520832,12,6,,Versant sud des Alpes,-88.79,-88.79,-111.80,-116.62,,9,Russie,9,Abschuss
2013CAVALLICO-4,CAVALLICO-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Salmone Sotto,46.20774906,8.695464636,4,12,11,2013,12/11/2013,311,57,64,32,22,696997,118143,69691181,696118,695115,697500,117500,357,1,0,0,0,-116.5375,-6.592934666,7.060765619,12,7,,Versant sud des Alpes,-88.72,-88.72,-111.80,-116.53,,9,Russie,9,Abschuss
2015CAVACO-2,CAVACO-2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Urbiel,46.21099016,8.683059716,6,27,10,2015,27/10/2015,296,42,60,30,20,696034,118488,69601184,696118,695115,697500,117500,291,1,0,0,0,-116.4625,-23.8622,6.079264896,12,6,,Versant sud des Alpes,-88.66,-88.66,-111.70,-116.46,,9,Russie,9,Abschuss
2014CAVACO-5,CAVACO-5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Ambri,Giof,46.50768895,8.666928902,5,19,10,2014,19/10/2014,288,34,59,30,20,694273,151447,69421514,694151,690150,692500,152500,335,1,0,0,0,-116.2125,-23.96075,6.538836513,12,7,,Versant sud des Alpes,-88.46,-88.46,-111.50,-116.21,,9,Russie,9,Abschuss
2015CAVACO-10,CAVACO-10,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Cortasiell,46.22174378,8.662216716,6,22,11,2015,22/11/2015,321,67,66,33,22,694407,119658,69441196,694119,690115,692500,117500,300,1,0,0,0,-115.75,-24.4962,5.09390384,12,5,,Versant sud des Alpes,-88.09,-88.09,-111.10,-115.75,,9,Russie,9,Abschuss
2014GNOSDA-17,GNOSDA-17,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Monti di Piazzogna,46.12837021,8.833424194,4,16,11,2014,16/11/2014,315,61,64,32,22,707800,109500,70781095,707109,705105,707500,107500,320,1,0,0,0,-115.125,-23.2248,6.035046529,12,6,,Versant sud des Alpes,-87.59,-87.59,-110.60,-115.13,,9,Russie,9,Abschuss
2014GRUBLO-7,GRUBLO-7,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Medeglia,Cugnolo,46.10945146,8.97393916,5,15,11,2014,15/11/2014,314,60,64,32,22,718700,107600,71871076,718107,715105,717500,107500,309,1,0,0,0,-114.575,-24.1742,7.015064146,11,7,,Versant sud des Alpes,-87.15,-87.15,-110.20,-114.58,,9,Russie,9,Abschuss
2014GRUBLO-3,GRUBLO-3,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gola di Lago,NA,46.10639144,8.967385527,5,8,11,2014,8/11/2014,307,53,63,32,21,718200,107250,71821072,718107,715105,717500,107500,267,1,0,0,0,-114.2375,-23.7532,4.125848775,11,4,,Versant sud des Alpes,-86.88,-86.88,-109.90,-114.24,,9,Russie,9,Abschuss
2013FONTER-1,FONTER-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Bogno,Alpe Cottino,46.08907232,9.079401677,6,3,11,2013,3/11/2013,302,48,62,31,21,726900,105500,72691055,726105,725105,727500,107500,320,1,0,0,0,-113.6625,-47.48095753,8.296831444,11,8,,Versant sud des Alpes,-86.42,-86.42,-109.40,-113.66,,9,Russie,9,Abschuss
2015JOSEDA-1,JOSEDA-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,VD,Ste-Croix,Haut de la Râpe,46.79736028,6.481014218,5,20,10,2015,20/10/2015,289,35,59,30,20,526893,183357,52681833,526183,525180,527500,182500,310,1,0,0,0,-111.6125,-24.399,4.025961927,11,4,,Jura,-84.78,-84.78,-107.70,-111.61,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2016PRETFA-2,PRETFA-2,ScoRus,1,0,Adulte,UNBEKANNT,jgd,NE,Le Locle,Belle-Roche,47.038906,6.745816504,5,22,10,2016,22/10/2016,291,37,59,30,20,547345,209996,54732099,547209,545205,547500,207500,292,1,0,0,0,-110.7234188,-23.99,1.4,11,1,,Jura,-84.07,-84.07,NA,NA,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2014GNOSDA-12,GNOSDA-12,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Alpe Lierna,46.11847673,8.833171322,4,28,10,2014,28/10/2014,297,43,61,31,21,707800,108400,70781084,707108,705105,707500,107500,309,1,0,0,0,-110.5625,-22.9462,8.293947809,11,8,,Versant sud des Alpes,-83.94,-83.94,-106.90,-110.57,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013ANARTA-1,ANARTA-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Certara,Piancabella,46.06528656,9.075455699,5,19,10,2013,19/10/2013,288,34,59,30,20,726650,102850,72661028,726102,725100,727500,102500,270,1,0,0,0,-110.3,-6.551231495,4.179423568,11,4,,Versant sud des Alpes,-83.73,-83.73,-106.70,-110.30,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013CAVALLICO-8,CAVALLICO-8,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Lodano,Chipa,46.2635331,8.676296518,5,26,11,2013,26/11/2013,325,71,66,33,22,695420,124320,69541243,695124,695120,697500,122500,300,1,0,0,0,-110.1,-8.312376517,5.219290621,11,5,,Versant sud des Alpes,-83.57,-83.57,-106.50,-110.09,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013BARBTH-3,BARBTH-3,ScoRus,1,0,Adulte,UNBEKANNT,jgd,NE,NA,Les Pradières,47.0340029,6.834912042,5,9,11,2013,9/11/2013,308,54,63,32,21,554112,209395,55412093,554209,550205,552500,207500,316,1,0,0,0,-110.0625,-40.7621903,4.802445594,11,5,,Jura,-83.54,-83.54,-106.50,-110.06,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2014ROSAOR-1,ROSAOR-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Cimadera,Gardada,46.08234299,9.046875229,5,26,10,2014,26/10/2014,295,41,60,30,20,724400,104700,72441047,724104,720100,722500,102500,310,1,0,0,0,-109.55,-23.7522,1.530099481,11,2,,Versant sud des Alpes,-83.13,-83.13,-106.10,-109.55,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2015CAVACO-8,CAVACO-8,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Ledrima,46.21674798,8.659966018,6,11,11,2015,11/11/2015,310,56,63,32,21,694242,119100,69421191,694119,690115,692500,117500,295,1,0,0,0,-109.4125,-24.5044,4.647254109,11,5,,Versant sud des Alpes,-83.02,-83.02,-105.90,-109.42,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013ANARGI-1,ANARGI-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Sonvico,Usin,46.07003589,9.026476443,5,26,10,2013,26/10/2013,295,41,60,30,20,722850,103300,72281033,722103,720100,722500,102500,290,1,0,0,0,-108.3375,-21.27277894,4.3997488,11,4,,Versant sud des Alpes,-82.16,-82.16,-105.10,-108.33,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013MOLTRE-1,MOLTRE-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Arogno,Grumo,45.99126205,8.997728265,5,14,11,2013,14/11/2013,313,59,64,32,22,720800,94500,72080945,720094,720090,722500,92500,330,1,0,0,0,-107.4875,-6.595792515,3.508968534,11,4,,Versant sud des Alpes,-81.48,-81.48,-104.40,-107.49,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2014ROSS-GI5,ROSS-GI5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Maggia,Forcola-Dunzio,46.21699389,8.729336809,6,8,11,2014,8/11/2014,307,53,63,32,21,699594,119213,69951192,699119,695115,697500,117500,291,1,0,0,0,-107.225,-24.8528,5.471545902,11,5,,Versant sud des Alpes,-81.27,-81.27,-104.20,-107.23,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013GNOSDA-5,GNOSDA-5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Lierna,46.11846074,8.834464671,4,6,11,2013,6/11/2013,305,51,62,31,21,707900,108400,70791084,707108,705105,707500,107500,335,1,0,0,0,-107.2,-22.40870448,4.823039807,11,5,,Versant sud des Alpes,-81.25,-81.25,-104.10,-107.20,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2015CAVACO-5,CAVACO-5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Campo,46.22323182,8.680863656,6,27,10,2015,27/10/2015,296,42,60,30,20,695843,119846,69581198,695119,695115,697500,117500,244,1,0,0,0,-107.1375,-24.166,9.633780475,11,10,,Versant sud des Alpes,-81.20,-81.20,-104.10,-107.14,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2014CAVACO-8,CAVACO-8,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Isorno,Sella,46.21522957,8.665595551,6,26,10,2014,26/10/2014,295,41,60,30,20,694679,118938,69461189,694118,690115,692500,117500,299,1,0,0,0,-106.0875,-25.115,8.087005676,11,8,,Versant sud des Alpes,-80.36,-80.36,-103.20,-106.08,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013CAVALLICO-7,CAVALLICO-7,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Locarno,Vatagne,46.18459033,8.758685279,5,23,11,2013,23/11/2013,322,68,66,33,22,701919,115649,70191156,701115,700115,702500,117500,294,1,0,0,0,-105.8,-11.38073599,4.088102492,11,4,,Versant sud des Alpes,-80.13,-80.13,-103.00,-105.80,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013GRUBLO-4,GRUBLO-4,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,NA,Gola di Lago,46.10706178,8.984220169,5,20,11,2013,20/11/2013,319,65,65,33,22,719500,107350,71951073,719107,715105,717500,107500,290,1,0,0,0,-105.8,-23.48925628,4.769512845,11,5,,Versant sud des Alpes,-80.13,-80.13,-103.00,-105.80,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2014GNOSDA-5,GNOSDA-5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gambarogno,Busen,46.08312626,8.854248236,4,25,10,2014,25/10/2014,294,40,60,30,20,709500,104500,70951045,709104,705100,707500,102500,328,1,0,0,0,-104.725,-25.1178,5.418444491,10,5,,Versant sud des Alpes,-79.27,-79.27,-102.10,-104.72,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2013GRUBLO-1,GRUBLO-1,ScoRus,1,0,Adulte,UNBEKANNT,jgd,TI,Gola di Lago,Buzzasca,46.10689363,8.963519031,4,6,11,2013,6/11/2013,305,51,62,31,21,717900,107300,71791073,717107,715105,717500,107500,272,1,0,0,0,-104.55,-16.22980151,5.079607564,10,5,,Versant sud des Alpes,-79.13,-79.13,-102.00,-104.54,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
2017DUCHPA-5,DUCHPA-5,ScoRus,1,0,Adulte,UNBEKANNT,jgd,FR,Autigny,Grand Champs,46.73543669,7.046455769,6,13,11,2017,13/11/2017,312,58,64,32,22,570025,176102,57001761,570176,570175,572500,177500,387,1,0,0,0,-103.5393,NA,5.434811988,10,5,,Plateau,-78.32,-78.32,NA,NA,,8,Nord de la Fennoscandinavie et Russie,8,Abschuss
